listing_id,title,provider,provider_type,source_url,verified_at,verified_by,verification,cost_one_off_sgd,cost_recurring_sgd,equipment_cost_sgd,venue_name,postal_code,planning_area,nearest_mrt,age_min,age_max,beginner_friendly,join_alone_ok,guest_allowed,commitment,schedule_kind,weekday,start_time,duration_min,first_session,num_sessions,fixed_dates,open_hours_note,vibes,in_incumbent_directory,notes,weekday_evening_available,weekend_available
NLB-5970986,Make Inclusive Tech Sunday @ Punggol Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5970986,,,unverified,,0,0,Punggol Library - MakeIT (Level 4),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-13T12:00,,explorative,yes,"campus: Punggol Library · categories: Areas of Interest > Accessible, Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5970993,Make Inclusive Tech Sunday @ Woodlands Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5970993,,,unverified,,0,0,Woodlands Library - MakeIT (Level 3),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-13T12:00,,explorative,yes,"campus: Woodlands Library · categories: Areas of Interest > Accessible, Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5914826,MOLLY Weekend Outreach @ Towner Heights,National Library Board,third_space,https://nlb.libcal.com/event/5914826,,,unverified,,0,0,Others,,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-13T13:30,,chill,yes,"campus: Others · categories: Areas of Interest > Accessible, Areas of Interest > Reading, Event Type > Experiential Event, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5972390,World Animal Day 2026: Parrots Learn and Play Like Us Too!,National Library Board,third_space,https://nlb.libcal.com/event/5972390,,,unverified,,0,0,Central Library at the National Library Building - The Submarine (Basement 1),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-13T14:00,,explorative,yes,"campus: Central Library · categories: Areas of Interest > Sustainability, Event Type > Others, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971098,3D Starter Session @ Jurong Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5971098,,,unverified,,0,0,Jurong Library - MakeIT (Level 2),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-13T15:00,,artistic|explorative,yes,"campus: Jurong Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971131,Ideate to Make IT @ Woodlands Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5971131,,,unverified,,0,0,Woodlands Library - MakeIT (Level 3),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-13T15:00,,explorative,yes,"campus: Woodlands Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971100,Laser Cutting Starter Session @ Tampines Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5971100,,,unverified,,0,0,Tampines Library - MakeIT (Level 4),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-13T15:00,,artistic|explorative,yes,"campus: Tampines Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5972406,Board Games B.F.F.,National Library Board,third_space,https://nlb.libcal.com/event/5972406,,,unverified,,0,0,Punggol Library - Programme Room (Level 5),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-14T14:00,,explorative,yes,"campus: Punggol Library · categories: Areas of Interest > Accessible, Event Type > Others, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5972410,SDO Digital Literacy,National Library Board,third_space,https://nlb.libcal.com/event/5972410,,,unverified,,0,0,Punggol Library - Programme Room (Level 5),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-15T10:00,,explorative,yes,"campus: Punggol Library · categories: Areas of Interest > Accessible, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971101,3D Starter Session @ Punggol Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5971101,,,unverified,,0,0,Punggol Library - MakeIT (Level 4),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-15T15:00,,artistic|explorative,yes,"campus: Punggol Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971688,Cut Videos That Click @ Woodlands Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5971688,,,unverified,,0,0,Woodlands Library - MakeIT (Level 3),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-17T17:30,,explorative,yes,"campus: Woodlands Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5916417,[LOLA 2026] Storytelling by MINDS Community Hub Clementi & Faber,National Library Board,third_space,https://nlb.libcal.com/event/5916417,,,unverified,,0,0,Clementi Library - Programme Zone (Level 5),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-18T11:00,,chill,yes,"campus: Clementi Library · categories: Areas of Interest > Accessible, Areas of Interest > Reading, Event Type > Storytelling, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971103,Ideate to Make IT @ Punggol Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5971103,,,unverified,,0,0,Punggol Library - MakeIT (Level 4),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-18T15:00,,explorative,yes,"campus: Punggol Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971102,Laser Cutting Starter Session @ Jurong Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5971102,,,unverified,,0,0,Jurong Library - MakeIT (Level 2),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-18T15:00,,artistic|explorative,yes,"campus: Jurong Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5954061,[LOLA 2026] Community Bookworm Programme: Speed Book Swap,National Library Board,third_space,https://nlb.libcal.com/event/5954061,,,unverified,,0,0,Central Library at the National Library Building - Programme Room 1 & 2 (Basement 1),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-18T19:00,,chill,yes,"campus: Central Library · categories: Areas of Interest > Reading, Event Type > Others, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5914827,MOLLY Weekend Outreach @ Telok Blangah,National Library Board,third_space,https://nlb.libcal.com/event/5914827,,,unverified,,0,0,Others,,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-19T09:00,,chill,yes,"campus: Others · categories: Areas of Interest > Accessible, Areas of Interest > Reading, Event Type > Experiential Event, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5914181,"How to Read: Print, Screen, Audio or AI? | Reading in the Age of Distraction",National Library Board,third_space,https://nlb.libcal.com/event/5914181,,,unverified,,0,0,,,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-19T10:00,,chill,yes,"campus: ? · categories: Areas of Interest > Reading, Event Type > Talk, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5916426,[Teens Takeover | re:write] Learn to Play D&D with Criticals & Fumbles,National Library Board,third_space,https://nlb.libcal.com/event/5916426,,,unverified,,0,0,Serangoon Library - Programme Zone (Level 4R),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-19T12:30,,chill,yes,"campus: Serangoon Library · categories: Areas of Interest > Reading, Event Type > Learning Community, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5972258,"[LOLA 2026] Read Together, Grow Together",National Library Board,third_space,https://nlb.libcal.com/event/5972258,,,unverified,,0,0,Punggol Library - Teenspace (Level 3),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-19T13:00,,chill,yes,"campus: Punggol Library · categories: Areas of Interest > Reading, Event Type > Talk, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5914828,MOLLY Weekend Outreach @ York Hill,National Library Board,third_space,https://nlb.libcal.com/event/5914828,,,unverified,,0,0,Others,,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-19T13:30,,chill,yes,"campus: Others · categories: Areas of Interest > Accessible, Areas of Interest > Reading, Event Type > Experiential Event, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971277,Career Panel: Science & Research,National Library Board,third_space,https://nlb.libcal.com/event/5971277,,,unverified,,0,0,"National Library Building - Launch, Programme Room (Level 7)",,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-19T14:00,,explorative,yes,"campus: National Library Building · categories: Areas of Interest > Career, Event Type > Talk, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5937308,Crafty Journal | Jurong Library,National Library Board,third_space,https://nlb.libcal.com/event/5937308,,,unverified,,0,0,Jurong Library - Programme Zone (Level 1),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-19T15:00,,artistic,yes,"campus: Jurong Library · categories: Areas of Interest > Art & Creativity, Event Type > Learning Community, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971105,Laser Cutting Starter Session @ Jurong Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5971105,,,unverified,,0,0,Jurong Library - MakeIT (Level 2),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-19T15:00,,artistic|explorative,yes,"campus: Jurong Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971106,Laser Cutting Starter Session @ Punggol Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5971106,,,unverified,,0,0,Punggol Library - MakeIT (Level 4),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-19T15:00,,artistic|explorative,yes,"campus: Punggol Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971693,Shape Videos That Stick @ Woodlands Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5971693,,,unverified,,0,0,Woodlands Library - MakeIT (Level 3),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-19T15:00,,explorative,yes,"campus: Woodlands Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5972393,World Animal Day 2026 Programme: Film Screening of HOMEBOUND,National Library Board,third_space,https://nlb.libcal.com/event/5972393,,,unverified,,0,0,Central Library at the National Library Building - Programme Room 1 & 2 (Basement 1),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-19T17:00,,explorative,yes,"campus: Central Library · categories: Areas of Interest > Sustainability, Event Type > Others, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5914829,MOLLY Weekend Outreach @ Jurong West Sports Centre,National Library Board,third_space,https://nlb.libcal.com/event/5914829,,,unverified,,0,0,Others,,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-20T09:00,,chill|sporty,yes,"campus: Others · categories: Areas of Interest > Accessible, Areas of Interest > Reading, Event Type > Experiential Event, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5914428,Unlocking Abilities: Finding My Calm,National Library Board,third_space,https://nlb.libcal.com/event/5914428,,,unverified,,0,0,Punggol Library - Programme Room (Level 5),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-20T10:00,,explorative,yes,"campus: Punggol Library · categories: Areas of Interest > Accessible, Areas of Interest > Sustainability, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5970992,Make Inclusive Tech Sunday @ Jurong Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5970992,,,unverified,,0,0,Jurong Library - MakeIT (Level 2),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-20T12:00,,explorative,yes,"campus: Jurong Library · categories: Areas of Interest > Accessible, Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5970987,Make Inclusive Tech Sunday @ Punggol Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5970987,,,unverified,,0,0,Punggol Library - MakeIT (Level 4),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-20T12:00,,explorative,yes,"campus: Punggol Library · categories: Areas of Interest > Accessible, Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971107,Sewing Starter Session @ Woodlands Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5971107,,,unverified,,0,0,Woodlands Library - MakeIT (Level 3),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-20T12:00,,artistic|explorative,yes,"campus: Woodlands Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5914830,MOLLY Weekend Outreach @ Depot Heights,National Library Board,third_space,https://nlb.libcal.com/event/5914830,,,unverified,,0,0,Others,,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-20T13:30,,chill,yes,"campus: Others · categories: Areas of Interest > Accessible, Areas of Interest > Reading, Event Type > Experiential Event, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5915852,Tabletop Roleplaying Experience with Sodalite Pop,National Library Board,third_space,https://nlb.libcal.com/event/5915852,,,unverified,,0,0,Pasir Ris Library - Programme Zone (Level 4),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-20T13:30,,chill,yes,"campus: Pasir Ris Library · categories: Areas of Interest > Reading, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971118,MakeIT with AI Empowered 3D Printing Starter Session @ Jurong Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5971118,,,unverified,,0,0,Jurong Library - MakeIT (Level 2),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-20T15:00,,artistic|explorative,yes,"campus: Jurong Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971119,Robotics & Coding Starter Session - Motion & Movement Control Made Easy @ Punggol Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5971119,,,unverified,,0,0,Punggol Library - MakeIT (Level 4),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-20T15:00,,artistic|explorative,yes,"campus: Punggol Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971120,Sewing Starter Session @ Tampines Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5971120,,,unverified,,0,0,Tampines Library - MakeIT (Level 4),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-20T15:00,,artistic|explorative,yes,"campus: Tampines Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5972407,Board Games B.F.F.,National Library Board,third_space,https://nlb.libcal.com/event/5972407,,,unverified,,0,0,Punggol Library - Programme Room (Level 5),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-21T14:00,,explorative,yes,"campus: Punggol Library · categories: Areas of Interest > Accessible, Event Type > Others, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971122,3D Starter Session @ Tampines Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5971122,,,unverified,,0,0,Tampines Library - MakeIT (Level 4),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-25T12:00,,artistic|explorative,yes,"campus: Tampines Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971123,Laser Cutting Starter Session @ Woodlands Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5971123,,,unverified,,0,0,Woodlands Library - MakeIT (Level 3),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-25T12:00,,artistic|explorative,yes,"campus: Woodlands Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971121,Sewing Starter Session @ Jurong Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5971121,,,unverified,,0,0,Jurong Library - MakeIT (Level 2),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-25T12:00,,artistic|explorative,yes,"campus: Jurong Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971694,Shape Videos That Stick @ Punggol Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5971694,,,unverified,,0,0,Punggol Library - MakeIT (Level 4),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-25T17:30,,explorative,yes,"campus: Punggol Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971976,Fungal solutions: exploring the potential of fungi for oil pollution cleanup | Down to Earth,National Library Board,third_space,https://nlb.libcal.com/event/5971976,,,unverified,,0,0,,,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-25T19:00,,artistic,yes,"campus: ? · categories: Areas of Interest > Sustainability, Event Type > Talk, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5914831,MOLLY Weekend Outreach @ Teck Ghee View,National Library Board,third_space,https://nlb.libcal.com/event/5914831,,,unverified,,0,0,Others,,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-26T09:00,,chill,yes,"campus: Others · categories: Areas of Interest > Accessible, Areas of Interest > Reading, Event Type > Experiential Event, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971427,PUBLIC TOUR | THE ALBATROSS FILE,National Library Board,third_space,https://nlb.libcal.com/event/5971427,,,unverified,,0,0,National Library Building - Gallery (Level 10),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-26T11:10,,explorative,yes,"campus: National Library Building · categories: Areas of Interest > Singapore, Event Type > Tour, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5972308,Amazon Think Big Program Workshop Series - AI Lab: Build Your Own Adventure Story,National Library Board,third_space,https://nlb.libcal.com/event/5972308,,,unverified,,0,0,Jurong Library - MakeIT (Level 2),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-26T13:00,,explorative,yes,"campus: Jurong Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5916427,[Teens Takeover | re:write] Tabletop RPG Experience with Sodalite Pop @ CCK Library,National Library Board,third_space,https://nlb.libcal.com/event/5916427,,,unverified,,0,0,Choa Chu Kang Library - Programme Room 2 (Level 4),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-26T13:00,,chill,yes,"campus: Choa Chu Kang Library · categories: Areas of Interest > Reading, Event Type > Learning Community, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971333,MOLLY Weekend Outreach @ Woodleigh Link,National Library Board,third_space,https://nlb.libcal.com/event/5971333,,,unverified,,0,0,Others,,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-26T13:30,,chill,yes,"campus: Others · categories: Areas of Interest > Accessible, Areas of Interest > Reading, Event Type > Experiential Event, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5914182,Finding Time: A Mortal's Guide to Productivity | Reading in the Age of Distraction,National Library Board,third_space,https://nlb.libcal.com/event/5914182,,,unverified,,0,0,,,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-26T15:00,,chill,yes,"campus: ? · categories: Areas of Interest > Reading, Event Type > Talk, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971126,3D Starter Session @ Woodlands Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5971126,,,unverified,,0,0,Woodlands Library - MakeIT (Level 3),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-26T15:00,,artistic|explorative,yes,"campus: Woodlands Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971125,Digital Cutting Machine Starter Session @ Tampines Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5971125,,,unverified,,0,0,Tampines Library - MakeIT (Level 4),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-26T15:00,,artistic|explorative,yes,"campus: Tampines Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971124,Videography Starter Session @ Punggol Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5971124,,,unverified,,0,0,Punggol Library - MakeIT (Level 4),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-26T15:00,,artistic|explorative,yes,"campus: Punggol Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5915869,[LOLA] Scam Awareness Talk,National Library Board,third_space,https://nlb.libcal.com/event/5915869,,,unverified,,0,0,Harbourfront Library - Programme Zone 2 (Level 3),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-26T15:30,,chill,yes,"campus: Harbourfront Library · categories: Areas of Interest > Reading, Event Type > Talk, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5972310,Amazon Think Big Program Workshop Series - Build a Disaster Relief Robot,National Library Board,third_space,https://nlb.libcal.com/event/5972310,,,unverified,,0,0,Jurong Library - MakeIT (Level 2),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-26T15:30,,explorative,yes,"campus: Jurong Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5903091,Tamil Reading Club: Singapore Reads – Tamil Edition,National Library Board,third_space,https://nlb.libcal.com/event/5903091,,,unverified,,0,0,National Library Building,,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-26T16:00,,chill,yes,"campus: National Library Building · categories: Areas of Interest > Reading, Event Type > Learning Community, Language > Tamil · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5869379,Tamil Reading Club: கவிமாலை / Kavimaalai,National Library Board,third_space,https://nlb.libcal.com/event/5869379,,,unverified,,0,0,National Library Building - Possibility Room (Level 5),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-26T18:00,,artistic|chill,yes,"campus: National Library Building · categories: Areas of Interest > Art & Creativity, Areas of Interest > Reading, Event Type > Book Discussion, Event Type > Learning Community, Language > Tamil · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5914832,MOLLY Weekend Outreach @ Marine Drive View,National Library Board,third_space,https://nlb.libcal.com/event/5914832,,,unverified,,0,0,Others,,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-27T09:00,,chill,yes,"campus: Others · categories: Areas of Interest > Accessible, Areas of Interest > Reading, Event Type > Experiential Event, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971429,PUBLIC TOUR | THE ALBATROSS FILE (IN CHINESE),National Library Board,third_space,https://nlb.libcal.com/event/5971429,,,unverified,,0,0,National Library Building - Gallery (Level 10),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-27T11:10,,explorative,yes,"campus: National Library Building · categories: Areas of Interest > Singapore, Event Type > Tour, Language > Chinese · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5970988,Make Inclusive Tech Sunday @ Punggol Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5970988,,,unverified,,0,0,Punggol Library - MakeIT (Level 4),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-27T12:00,,explorative,yes,"campus: Punggol Library · categories: Areas of Interest > Accessible, Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5972352,Sing Pop A Cappella | TAS Youth & Pop Kids,National Library Board,third_space,https://nlb.libcal.com/event/5972352,,,unverified,,0,0,CAL - National Library Building - Lobby (Level 1),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-27T13:30,,artistic,yes,"campus: Central Arts Library · categories: Areas of Interest > Art & Creativity, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5914840,MOLLY Weekend Outreach @ Whampoa CC,National Library Board,third_space,https://nlb.libcal.com/event/5914840,,,unverified,,0,0,Others,,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-27T13:30,,chill,yes,"campus: Others · categories: Areas of Interest > Accessible, Areas of Interest > Reading, Event Type > Experiential Event, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971690,Cut Videos That Click @ Punggol Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5971690,,,unverified,,0,0,Punggol Library - MakeIT (Level 4),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-27T15:00,,explorative,yes,"campus: Punggol Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971129,Laser Cutting Starter Session @ Tampines Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5971129,,,unverified,,0,0,Tampines Library - MakeIT (Level 4),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-27T15:00,,artistic|explorative,yes,"campus: Tampines Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
